location,date,vaccine,total_vaccinations
Hong Kong,2021-03-26,Pfizer/BioNTech,151325
Hong Kong,2021-03-26,Sinovac,283911
Hong Kong,2021-03-27,Pfizer/BioNTech,151325
Hong Kong,2021-03-27,Sinovac,297951
Hong Kong,2021-03-28,Pfizer/BioNTech,151325
Hong Kong,2021-03-28,Sinovac,311125
Hong Kong,2021-03-29,Pfizer/BioNTech,151325
Hong Kong,2021-03-29,Sinovac,323796
Hong Kong,2021-03-30,Pfizer/BioNTech,151325
Hong Kong,2021-03-30,Sinovac,338991
Hong Kong,2021-03-31,Pfizer/BioNTech,151325
Hong Kong,2021-03-31,Sinovac,353771
Hong Kong,2021-04-01,Pfizer/BioNTech,151325
Hong Kong,2021-04-01,Sinovac,369049
Hong Kong,2021-04-02,Pfizer/BioNTech,151325
Hong Kong,2021-04-02,Sinovac,379910
Hong Kong,2021-04-03,Pfizer/BioNTech,151325
Hong Kong,2021-04-03,Sinovac,392659
Hong Kong,2021-04-04,Pfizer/BioNTech,151983
Hong Kong,2021-04-04,Sinovac,404085
Hong Kong,2021-04-05,Pfizer/BioNTech,163728
Hong Kong,2021-04-05,Sinovac,413505
Hong Kong,2021-04-06,Pfizer/BioNTech,193565
Hong Kong,2021-04-06,Sinovac,422435
Hong Kong,2021-04-07,Pfizer/BioNTech,219537
Hong Kong,2021-04-07,Sinovac,440248
Hong Kong,2021-04-08,Pfizer/BioNTech,244598
Hong Kong,2021-04-08,Sinovac,455705
Hong Kong,2021-04-09,Pfizer/BioNTech,274283
Hong Kong,2021-04-09,Sinovac,470752
Hong Kong,2021-04-10,Pfizer/BioNTech,307577
Hong Kong,2021-04-10,Sinovac,483973
Hong Kong,2021-04-11,Pfizer/BioNTech,339562
Hong Kong,2021-04-11,Sinovac,495330
Hong Kong,2021-04-12,Pfizer/BioNTech,370268
Hong Kong,2021-04-12,Sinovac,507975
Hong Kong,2021-04-13,Pfizer/BioNTech,397768
Hong Kong,2021-04-13,Sinovac,521185
Hong Kong,2021-04-14,Pfizer/BioNTech,414247
Hong Kong,2021-04-14,Sinovac,536863
Hong Kong,2021-04-15,Pfizer/BioNTech,428957
Hong Kong,2021-04-15,Sinovac,552136
Hong Kong,2021-04-16,Pfizer/BioNTech,449248
Hong Kong,2021-04-16,Sinovac,568599
Hong Kong,2021-04-17,Pfizer/BioNTech,472581
Hong Kong,2021-04-17,Sinovac,584689
Hong Kong,2021-04-18,Pfizer/BioNTech,492449
Hong Kong,2021-04-18,Sinovac,598652
Hong Kong,2021-04-19,Pfizer/BioNTech,509677
Hong Kong,2021-04-19,Sinovac,613896
Hong Kong,2021-04-20,Pfizer/BioNTech,522585
Hong Kong,2021-04-20,Sinovac,627074
Hong Kong,2021-04-21,Pfizer/BioNTech,534069
Hong Kong,2021-04-21,Sinovac,639031
Hong Kong,2021-04-22,Pfizer/BioNTech,545795
Hong Kong,2021-04-22,Sinovac,650855
Hong Kong,2021-04-23,Pfizer/BioNTech,559088
Hong Kong,2021-04-23,Sinovac,663794
Hong Kong,2021-04-24,Pfizer/BioNTech,576258
Hong Kong,2021-04-24,Sinovac,676812
Hong Kong,2021-04-25,Pfizer/BioNTech,587133
Hong Kong,2021-04-25,Sinovac,688048
Hong Kong,2021-04-26,Pfizer/BioNTech,602962
Hong Kong,2021-04-26,Sinovac,699242
Hong Kong,2021-04-27,Pfizer/BioNTech,618000
Hong Kong,2021-04-27,Sinovac,708873
Hong Kong,2021-04-28,Pfizer/BioNTech,633053
Hong Kong,2021-04-28,Sinovac,718705
Hong Kong,2021-04-29,Pfizer/BioNTech,648991
Hong Kong,2021-04-29,Sinovac,728522
Hong Kong,2021-04-30,Pfizer/BioNTech,672912
Hong Kong,2021-04-30,Sinovac,740872
Hong Kong,2021-05-01,Pfizer/BioNTech,704170
Hong Kong,2021-05-01,Sinovac,750254
Hong Kong,2021-05-02,Pfizer/BioNTech,733053
Hong Kong,2021-05-02,Sinovac,758889
Hong Kong,2021-05-03,Pfizer/BioNTech,761226
Hong Kong,2021-05-03,Sinovac,768439
Hong Kong,2021-05-04,Pfizer/BioNTech,785884
Hong Kong,2021-05-04,Sinovac,776964
Hong Kong,2021-05-05,Pfizer/BioNTech,808171
Hong Kong,2021-05-05,Sinovac,785453
Hong Kong,2021-05-06,Pfizer/BioNTech,830519
Hong Kong,2021-05-06,Sinovac,793546
Hong Kong,2021-05-07,Pfizer/BioNTech,859910
Hong Kong,2021-05-07,Sinovac,802464
Hong Kong,2021-05-08,Pfizer/BioNTech,893099
Hong Kong,2021-05-08,Sinovac,811363
Hong Kong,2021-05-09,Pfizer/BioNTech,923250
Hong Kong,2021-05-09,Sinovac,818431
Hong Kong,2021-05-10,Pfizer/BioNTech,950165
Hong Kong,2021-05-10,Sinovac,826403
Hong Kong,2021-05-11,Pfizer/BioNTech,971049
Hong Kong,2021-05-11,Sinovac,834029
Hong Kong,2021-05-12,Pfizer/BioNTech,989520
Hong Kong,2021-05-12,Sinovac,841345
Hong Kong,2021-05-13,Pfizer/BioNTech,1007899
Hong Kong,2021-05-13,Sinovac,848744
Hong Kong,2021-05-14,Pfizer/BioNTech,1031160
Hong Kong,2021-05-14,Sinovac,857465
Hong Kong,2021-05-15,Pfizer/BioNTech,1060282
Hong Kong,2021-05-15,Sinovac,865975
Hong Kong,2021-05-16,Pfizer/BioNTech,1081909
Hong Kong,2021-05-16,Sinovac,873177
Hong Kong,2021-05-17,Pfizer/BioNTech,1101945
Hong Kong,2021-05-17,Sinovac,882395
Hong Kong,2021-05-18,Pfizer/BioNTech,1118322
Hong Kong,2021-05-18,Sinovac,892059
Hong Kong,2021-05-19,Pfizer/BioNTech,1129854
Hong Kong,2021-05-19,Sinovac,896694
Hong Kong,2021-05-20,Pfizer/BioNTech,1144808
Hong Kong,2021-05-20,Sinovac,905523
Hong Kong,2021-05-21,Pfizer/BioNTech,1165817
Hong Kong,2021-05-21,Sinovac,915358
Hong Kong,2021-05-22,Pfizer/BioNTech,1192546
Hong Kong,2021-05-22,Sinovac,925279
Hong Kong,2021-05-23,Pfizer/BioNTech,1213485
Hong Kong,2021-05-23,Sinovac,933175
Hong Kong,2021-05-24,Pfizer/BioNTech,1231670
Hong Kong,2021-05-24,Sinovac,943369
Hong Kong,2021-05-25,Pfizer/BioNTech,1246780
Hong Kong,2021-05-25,Sinovac,953319
Hong Kong,2021-05-26,Pfizer/BioNTech,1261013
Hong Kong,2021-05-26,Sinovac,963163
Hong Kong,2021-05-27,Pfizer/BioNTech,1276408
Hong Kong,2021-05-27,Sinovac,973912
Hong Kong,2021-05-28,Pfizer/BioNTech,1298639
Hong Kong,2021-05-28,Sinovac,987678
Hong Kong,2021-05-29,Pfizer/BioNTech,1326703
Hong Kong,2021-05-29,Sinovac,1002155
Hong Kong,2021-05-30,Pfizer/BioNTech,1349218
Hong Kong,2021-05-30,Sinovac,1014816
Hong Kong,2021-05-31,Pfizer/BioNTech,1369621
Hong Kong,2021-05-31,Sinovac,1030882
Hong Kong,2021-06-01,Pfizer/BioNTech,1386362
Hong Kong,2021-06-01,Sinovac,1047703
Hong Kong,2021-06-02,Pfizer/BioNTech,1402069
Hong Kong,2021-06-02,Sinovac,1064496
Hong Kong,2021-06-03,Pfizer/BioNTech,1420964
Hong Kong,2021-06-03,Sinovac,1081819
Hong Kong,2021-06-04,Pfizer/BioNTech,1447518
Hong Kong,2021-06-04,Sinovac,1100216
Hong Kong,2021-06-05,Pfizer/BioNTech,1480589
Hong Kong,2021-06-05,Sinovac,1117661
Hong Kong,2021-06-06,Pfizer/BioNTech,1506550
Hong Kong,2021-06-06,Sinovac,1131036
Hong Kong,2021-06-07,Pfizer/BioNTech,1529499
Hong Kong,2021-06-07,Sinovac,1150238
Hong Kong,2021-06-08,Pfizer/BioNTech,1547785
Hong Kong,2021-06-08,Sinovac,1168432
Hong Kong,2021-06-09,Pfizer/BioNTech,1563825
Hong Kong,2021-06-09,Sinovac,1185257
Hong Kong,2021-06-10,Pfizer/BioNTech,1584475
Hong Kong,2021-06-10,Sinovac,1202839
Hong Kong,2021-06-11,Pfizer/BioNTech,1614122
Hong Kong,2021-06-11,Sinovac,1223626
Hong Kong,2021-06-12,Pfizer/BioNTech,1649182
Hong Kong,2021-06-12,Sinovac,1242710
Hong Kong,2021-06-13,Pfizer/BioNTech,1677196
Hong Kong,2021-06-13,Sinovac,1257196
Hong Kong,2021-06-14,Pfizer/BioNTech,1697743
Hong Kong,2021-06-14,Sinovac,1267138
Hong Kong,2021-06-15,Pfizer/BioNTech,1720301
Hong Kong,2021-06-15,Sinovac,1286102
Hong Kong,2021-06-16,Pfizer/BioNTech,1739030
Hong Kong,2021-06-16,Sinovac,1302832
Hong Kong,2021-06-17,Pfizer/BioNTech,1759936
Hong Kong,2021-06-17,Sinovac,1320828
Hong Kong,2021-06-18,Pfizer/BioNTech,1790251
Hong Kong,2021-06-18,Sinovac,1340844
Hong Kong,2021-06-19,Pfizer/BioNTech,1824024
Hong Kong,2021-06-19,Sinovac,1358683
Hong Kong,2021-06-20,Pfizer/BioNTech,1849518
Hong Kong,2021-06-20,Sinovac,1371148
Hong Kong,2021-06-21,Pfizer/BioNTech,1876259
Hong Kong,2021-06-21,Sinovac,1390410
Hong Kong,2021-06-22,Pfizer/BioNTech,1897869
Hong Kong,2021-06-22,Sinovac,1409797
Hong Kong,2021-06-23,Pfizer/BioNTech,1920634
Hong Kong,2021-06-23,Sinovac,1427716
Hong Kong,2021-06-24,Pfizer/BioNTech,1948140
Hong Kong,2021-06-24,Sinovac,1446633
Hong Kong,2021-06-25,Pfizer/BioNTech,1983589
Hong Kong,2021-06-25,Sinovac,1469127
Hong Kong,2021-06-26,Pfizer/BioNTech,2021906
Hong Kong,2021-06-26,Sinovac,1489369
Hong Kong,2021-06-27,Pfizer/BioNTech,2056980
Hong Kong,2021-06-27,Sinovac,1504500
Hong Kong,2021-06-28,Pfizer/BioNTech,2087432
Hong Kong,2021-06-28,Sinovac,1525594
Hong Kong,2021-06-29,Pfizer/BioNTech,2118810
Hong Kong,2021-06-29,Sinovac,1550284
Hong Kong,2021-06-30,Pfizer/BioNTech,2154180
Hong Kong,2021-06-30,Sinovac,1575178
Hong Kong,2021-07-01,Pfizer/BioNTech,2188109
Hong Kong,2021-07-01,Sinovac,1588900
Hong Kong,2021-07-02,Pfizer/BioNTech,2230056
Hong Kong,2021-07-02,Sinovac,1617068
Hong Kong,2021-07-03,Pfizer/BioNTech,2269910
Hong Kong,2021-07-03,Sinovac,1638937
Hong Kong,2021-07-04,Pfizer/BioNTech,2307159
Hong Kong,2021-07-04,Sinovac,1654636
Hong Kong,2021-07-05,Pfizer/BioNTech,2344929
Hong Kong,2021-07-05,Sinovac,1681509
Hong Kong,2021-07-06,Pfizer/BioNTech,2379885
Hong Kong,2021-07-06,Sinovac,1706410
Hong Kong,2021-07-07,Pfizer/BioNTech,2413686
Hong Kong,2021-07-07,Sinovac,1729883
Hong Kong,2021-07-08,Pfizer/BioNTech,2452712
Hong Kong,2021-07-08,Sinovac,1754609
Hong Kong,2021-07-09,Pfizer/BioNTech,2495487
Hong Kong,2021-07-09,Sinovac,1782082
Hong Kong,2021-07-10,Pfizer/BioNTech,2537106
Hong Kong,2021-07-10,Sinovac,1804607
Hong Kong,2021-07-11,Pfizer/BioNTech,2576111
Hong Kong,2021-07-11,Sinovac,1820642
Hong Kong,2021-07-12,Pfizer/BioNTech,2616291
Hong Kong,2021-07-12,Sinovac,1842223
Hong Kong,2021-07-13,Pfizer/BioNTech,2653566
Hong Kong,2021-07-13,Sinovac,1864740
Hong Kong,2021-07-14,Pfizer/BioNTech,2690357
Hong Kong,2021-07-14,Sinovac,1885250
Hong Kong,2021-07-15,Pfizer/BioNTech,2730319
Hong Kong,2021-07-15,Sinovac,1908656
Hong Kong,2021-07-16,Pfizer/BioNTech,2773475
Hong Kong,2021-07-16,Sinovac,1934487
Hong Kong,2021-07-17,Pfizer/BioNTech,2815015
Hong Kong,2021-07-17,Sinovac,1956401
Hong Kong,2021-07-18,Pfizer/BioNTech,2854948
Hong Kong,2021-07-18,Sinovac,1971787
Hong Kong,2021-07-19,Pfizer/BioNTech,2896443
Hong Kong,2021-07-19,Sinovac,1995441
Hong Kong,2021-07-20,Pfizer/BioNTech,2936046
Hong Kong,2021-07-20,Sinovac,2017537
Hong Kong,2021-07-21,Pfizer/BioNTech,2976379
Hong Kong,2021-07-21,Sinovac,2038021
Hong Kong,2021-07-22,Pfizer/BioNTech,3018470
Hong Kong,2021-07-22,Sinovac,2060195
Hong Kong,2021-07-23,Pfizer/BioNTech,3063909
Hong Kong,2021-07-23,Sinovac,2085539
Hong Kong,2021-07-24,Pfizer/BioNTech,3107499
Hong Kong,2021-07-24,Sinovac,2106495
Hong Kong,2021-07-25,Pfizer/BioNTech,3149532
Hong Kong,2021-07-25,Sinovac,2120477
Hong Kong,2021-07-26,Pfizer/BioNTech,3193162
Hong Kong,2021-07-26,Sinovac,2143564
Hong Kong,2021-07-27,Pfizer/BioNTech,3236097
Hong Kong,2021-07-27,Sinovac,2165510
Hong Kong,2021-07-28,Pfizer/BioNTech,3277606
Hong Kong,2021-07-28,Sinovac,2187218
Hong Kong,2021-07-29,Pfizer/BioNTech,3320878
Hong Kong,2021-07-29,Sinovac,2207029
Hong Kong,2021-07-30,Pfizer/BioNTech,3365952
Hong Kong,2021-07-30,Sinovac,2232251
Hong Kong,2021-07-31,Pfizer/BioNTech,3410209
Hong Kong,2021-07-31,Sinovac,2253020
Hong Kong,2021-08-01,Pfizer/BioNTech,3452402
Hong Kong,2021-08-01,Sinovac,2266623
Hong Kong,2021-08-02,Pfizer/BioNTech,3496629
Hong Kong,2021-08-02,Sinovac,2291443
Hong Kong,2021-08-03,Pfizer/BioNTech,3540914
Hong Kong,2021-08-03,Sinovac,2316075
Hong Kong,2021-08-04,Pfizer/BioNTech,3585405
Hong Kong,2021-08-04,Sinovac,2337017
Hong Kong,2021-08-05,Pfizer/BioNTech,3631227
Hong Kong,2021-08-05,Sinovac,2358389
Hong Kong,2021-08-06,Pfizer/BioNTech,3678153
Hong Kong,2021-08-06,Sinovac,2381992
Hong Kong,2021-08-07,Pfizer/BioNTech,3723896
Hong Kong,2021-08-07,Sinovac,2400858
Hong Kong,2021-08-08,Pfizer/BioNTech,3768023
Hong Kong,2021-08-08,Sinovac,2412115
Hong Kong,2021-08-09,Pfizer/BioNTech,3814220
Hong Kong,2021-08-09,Sinovac,2434630
Hong Kong,2021-08-10,Pfizer/BioNTech,3860924
Hong Kong,2021-08-10,Sinovac,2454746
Hong Kong,2021-08-11,Pfizer/BioNTech,3907829
Hong Kong,2021-08-11,Sinovac,2473334
Hong Kong,2021-08-12,Pfizer/BioNTech,3954139
Hong Kong,2021-08-12,Sinovac,2493013
Hong Kong,2021-08-13,Pfizer/BioNTech,4001805
Hong Kong,2021-08-13,Sinovac,2513865
Hong Kong,2021-08-14,Pfizer/BioNTech,4048529
Hong Kong,2021-08-14,Sinovac,2531211
Hong Kong,2021-08-15,Pfizer/BioNTech,4092796
Hong Kong,2021-08-15,Sinovac,2542292
Hong Kong,2021-08-16,Pfizer/BioNTech,4138454
Hong Kong,2021-08-16,Sinovac,2561669
Hong Kong,2021-08-17,Pfizer/BioNTech,4182901
Hong Kong,2021-08-17,Sinovac,2578655
Hong Kong,2021-08-18,Pfizer/BioNTech,4226739
Hong Kong,2021-08-18,Sinovac,2594862
Hong Kong,2021-08-19,Pfizer/BioNTech,4269925
Hong Kong,2021-08-19,Sinovac,2611317
Hong Kong,2021-08-20,Pfizer/BioNTech,4314286
Hong Kong,2021-08-20,Sinovac,2630033
Hong Kong,2021-08-21,Pfizer/BioNTech,4357902
Hong Kong,2021-08-21,Sinovac,2646068
Hong Kong,2021-08-22,Pfizer/BioNTech,4398264
Hong Kong,2021-08-22,Sinovac,2656005
Hong Kong,2021-08-23,Pfizer/BioNTech,4439759
Hong Kong,2021-08-23,Sinovac,2674355
Hong Kong,2021-08-24,Pfizer/BioNTech,4480431
Hong Kong,2021-08-24,Sinovac,2690682
Hong Kong,2021-08-25,Pfizer/BioNTech,4520960
Hong Kong,2021-08-25,Sinovac,2706505
Hong Kong,2021-08-26,Pfizer/BioNTech,4563503
Hong Kong,2021-08-26,Sinovac,2724652
Hong Kong,2021-08-27,Pfizer/BioNTech,4607635
Hong Kong,2021-08-27,Sinovac,2743612
Hong Kong,2021-08-28,Pfizer/BioNTech,4651511
Hong Kong,2021-08-28,Sinovac,2760611
Hong Kong,2021-08-29,Pfizer/BioNTech,4692408
Hong Kong,2021-08-29,Sinovac,2770844
Hong Kong,2021-08-30,Pfizer/BioNTech,4735537
Hong Kong,2021-08-30,Sinovac,2791658
Hong Kong,2021-08-31,Pfizer/BioNTech,4776789
Hong Kong,2021-08-31,Sinovac,2811782
Hong Kong,2021-09-01,Pfizer/BioNTech,4811049
Hong Kong,2021-09-01,Sinovac,2826851
Hong Kong,2021-09-02,Pfizer/BioNTech,4843982
Hong Kong,2021-09-02,Sinovac,2841735
Hong Kong,2021-09-03,Pfizer/BioNTech,4883740
Hong Kong,2021-09-03,Sinovac,2858199
Hong Kong,2021-09-04,Pfizer/BioNTech,4926645
Hong Kong,2021-09-04,Sinovac,2872561
Hong Kong,2021-09-05,Pfizer/BioNTech,4962295
Hong Kong,2021-09-05,Sinovac,2880204
Hong Kong,2021-09-06,Pfizer/BioNTech,4992661
Hong Kong,2021-09-06,Sinovac,2895159
Hong Kong,2021-09-07,Pfizer/BioNTech,5019251
Hong Kong,2021-09-07,Sinovac,2908633
Hong Kong,2021-09-08,Pfizer/BioNTech,5045605
Hong Kong,2021-09-08,Sinovac,2922231
Hong Kong,2021-09-09,Pfizer/BioNTech,5074288
Hong Kong,2021-09-09,Sinovac,2936378
Hong Kong,2021-09-10,Pfizer/BioNTech,5110110
Hong Kong,2021-09-10,Sinovac,2952166
Hong Kong,2021-09-11,Pfizer/BioNTech,5150297
Hong Kong,2021-09-11,Sinovac,2965514
Hong Kong,2021-09-12,Pfizer/BioNTech,5179742
Hong Kong,2021-09-12,Sinovac,2972328
Hong Kong,2021-09-13,Pfizer/BioNTech,5202897
Hong Kong,2021-09-13,Sinovac,2985460
Hong Kong,2021-09-14,Pfizer/BioNTech,5221366
Hong Kong,2021-09-14,Sinovac,2996855
Hong Kong,2021-09-15,Pfizer/BioNTech,5239823
Hong Kong,2021-09-15,Sinovac,3008022
Hong Kong,2021-09-16,Pfizer/BioNTech,5259938
Hong Kong,2021-09-16,Sinovac,3018791
Hong Kong,2021-09-17,Pfizer/BioNTech,5285442
Hong Kong,2021-09-17,Sinovac,3030937
Hong Kong,2021-09-18,Pfizer/BioNTech,5315887
Hong Kong,2021-09-18,Sinovac,3041006
Hong Kong,2021-09-19,Pfizer/BioNTech,5334377
Hong Kong,2021-09-19,Sinovac,3046041
Hong Kong,2021-09-20,Pfizer/BioNTech,5349209
Hong Kong,2021-09-20,Sinovac,3056194
Hong Kong,2021-09-21,Pfizer/BioNTech,5360417
Hong Kong,2021-09-21,Sinovac,3063607
Hong Kong,2021-09-22,Pfizer/BioNTech,5373753
Hong Kong,2021-09-22,Sinovac,3066832
Hong Kong,2021-09-23,Pfizer/BioNTech,5394646
Hong Kong,2021-09-23,Sinovac,3079750
Hong Kong,2021-09-24,Pfizer/BioNTech,5419565
Hong Kong,2021-09-24,Sinovac,3092143
Hong Kong,2021-09-25,Pfizer/BioNTech,5448218
Hong Kong,2021-09-25,Sinovac,3102591
Hong Kong,2021-09-26,Pfizer/BioNTech,5466852
Hong Kong,2021-09-26,Sinovac,3107605
Hong Kong,2021-09-27,Pfizer/BioNTech,5482397
Hong Kong,2021-09-27,Sinovac,3118810
Hong Kong,2021-09-28,Pfizer/BioNTech,5494103
Hong Kong,2021-09-28,Sinovac,3129046
Hong Kong,2021-09-29,Pfizer/BioNTech,5508080
Hong Kong,2021-09-29,Sinovac,3138702
Hong Kong,2021-09-30,Pfizer/BioNTech,5528071
Hong Kong,2021-09-30,Sinovac,3149004
Hong Kong,2021-10-01,Pfizer/BioNTech,5540418
Hong Kong,2021-10-01,Sinovac,3152251
Hong Kong,2021-10-02,Pfizer/BioNTech,5555114
Hong Kong,2021-10-02,Sinovac,3160218
Hong Kong,2021-10-03,Pfizer/BioNTech,5564732
Hong Kong,2021-10-03,Sinovac,3163354
Hong Kong,2021-10-04,Pfizer/BioNTech,5573794
Hong Kong,2021-10-04,Sinovac,3172003
Hong Kong,2021-10-05,Pfizer/BioNTech,5580472
Hong Kong,2021-10-05,Sinovac,3179351
Hong Kong,2021-10-06,Pfizer/BioNTech,5586730
Hong Kong,2021-10-06,Sinovac,3185663
Hong Kong,2021-10-07,Pfizer/BioNTech,5594027
Hong Kong,2021-10-07,Sinovac,3192316
Hong Kong,2021-10-08,Pfizer/BioNTech,5602929
Hong Kong,2021-10-08,Sinovac,3198781
Hong Kong,2021-10-09,Pfizer/BioNTech,5602929
Hong Kong,2021-10-09,Sinovac,3198850
Hong Kong,2021-10-10,Pfizer/BioNTech,5616734
Hong Kong,2021-10-10,Sinovac,3203604
Hong Kong,2021-10-11,Pfizer/BioNTech,5623874
Hong Kong,2021-10-11,Sinovac,3211908
Hong Kong,2021-10-12,Pfizer/BioNTech,5627390
Hong Kong,2021-10-12,Sinovac,3216904
Hong Kong,2021-10-13,Pfizer/BioNTech,5627390
Hong Kong,2021-10-13,Sinovac,3217120
Hong Kong,2021-10-14,Pfizer/BioNTech,5635825
Hong Kong,2021-10-14,Sinovac,3220052
Hong Kong,2021-10-15,Pfizer/BioNTech,5646195
Hong Kong,2021-10-15,Sinovac,3229175
Hong Kong,2021-10-16,Pfizer/BioNTech,5658145
Hong Kong,2021-10-16,Sinovac,3235738
Hong Kong,2021-10-17,Pfizer/BioNTech,5664120
Hong Kong,2021-10-17,Sinovac,3237945
Hong Kong,2021-10-18,Pfizer/BioNTech,5670571
Hong Kong,2021-10-18,Sinovac,3243779
Hong Kong,2021-10-19,Pfizer/BioNTech,5675594
Hong Kong,2021-10-19,Sinovac,3248124
Hong Kong,2021-10-20,Pfizer/BioNTech,5680721
Hong Kong,2021-10-20,Sinovac,3251153
Hong Kong,2021-10-21,Pfizer/BioNTech,5686839
Hong Kong,2021-10-21,Sinovac,3256535
Hong Kong,2021-10-22,Pfizer/BioNTech,5695269
Hong Kong,2021-10-22,Sinovac,3263122
Hong Kong,2021-10-23,Pfizer/BioNTech,5704107
Hong Kong,2021-10-23,Sinovac,3268383
Hong Kong,2021-10-24,Pfizer/BioNTech,5708771
Hong Kong,2021-10-24,Sinovac,3270670
Hong Kong,2021-10-25,Pfizer/BioNTech,5714040
Hong Kong,2021-10-25,Sinovac,3276385
Hong Kong,2021-10-26,Pfizer/BioNTech,5718421
Hong Kong,2021-10-26,Sinovac,3281643
Hong Kong,2021-10-27,Pfizer/BioNTech,5722775
Hong Kong,2021-10-27,Sinovac,3285875
Hong Kong,2021-10-28,Pfizer/BioNTech,5727823
Hong Kong,2021-10-28,Sinovac,3290728
Hong Kong,2021-10-29,Pfizer/BioNTech,5733876
Hong Kong,2021-10-29,Sinovac,3294599
Hong Kong,2021-10-30,Pfizer/BioNTech,5738333
Hong Kong,2021-10-30,Sinovac,3299209
Hong Kong,2021-10-31,Pfizer/BioNTech,5742540
Hong Kong,2021-10-31,Sinovac,3301303
Hong Kong,2021-11-01,Pfizer/BioNTech,5746848
Hong Kong,2021-11-01,Sinovac,3305411
Hong Kong,2021-11-02,Pfizer/BioNTech,5750489
Hong Kong,2021-11-02,Sinovac,3309314
Hong Kong,2021-11-03,Pfizer/BioNTech,5750928
Hong Kong,2021-11-03,Sinovac,3311674
Hong Kong,2021-11-04,Pfizer/BioNTech,5755206
Hong Kong,2021-11-04,Sinovac,3315941
Hong Kong,2021-11-05,Pfizer/BioNTech,5760952
Hong Kong,2021-11-05,Sinovac,3319878
Hong Kong,2021-11-06,Pfizer/BioNTech,5768935
Hong Kong,2021-11-06,Sinovac,3322492
Hong Kong,2021-11-07,Pfizer/BioNTech,5773256
Hong Kong,2021-11-07,Sinovac,3324492
Hong Kong,2021-11-08,Pfizer/BioNTech,5777604
Hong Kong,2021-11-08,Sinovac,3328653
Hong Kong,2021-11-09,Pfizer/BioNTech,5781603
Hong Kong,2021-11-09,Sinovac,3331823
Hong Kong,2021-11-10,Pfizer/BioNTech,5782261
Hong Kong,2021-11-10,Sinovac,3333089
Hong Kong,2021-11-11,Pfizer/BioNTech,5797813
Hong Kong,2021-11-11,Sinovac,3341883
Hong Kong,2021-11-12,Pfizer/BioNTech,5809355
Hong Kong,2021-11-12,Sinovac,3350214
Hong Kong,2021-11-13,Pfizer/BioNTech,5822422
Hong Kong,2021-11-13,Sinovac,3358010
Hong Kong,2021-11-14,Pfizer/BioNTech,5830125
Hong Kong,2021-11-14,Sinovac,3362115
Hong Kong,2021-11-15,Pfizer/BioNTech,5838147
Hong Kong,2021-11-15,Sinovac,3369176
Hong Kong,2021-11-16,Pfizer/BioNTech,5845553
Hong Kong,2021-11-16,Sinovac,3375712
Hong Kong,2021-11-17,Pfizer/BioNTech,5846561
Hong Kong,2021-11-17,Sinovac,3378844
Hong Kong,2021-11-18,Pfizer/BioNTech,5855835
Hong Kong,2021-11-18,Sinovac,3386255
Hong Kong,2021-11-19,Pfizer/BioNTech,5865177
Hong Kong,2021-11-19,Sinovac,3393561
Hong Kong,2021-11-20,Pfizer/BioNTech,5876326
Hong Kong,2021-11-20,Sinovac,3400057
Hong Kong,2021-11-21,Pfizer/BioNTech,5883247
Hong Kong,2021-11-21,Sinovac,3403878
Hong Kong,2021-11-22,Pfizer/BioNTech,5890929
Hong Kong,2021-11-22,Sinovac,3410651
Hong Kong,2021-11-23,Pfizer/BioNTech,5899074
Hong Kong,2021-11-23,Sinovac,3419599
Hong Kong,2021-11-24,Pfizer/BioNTech,5900155
Hong Kong,2021-11-24,Sinovac,3424032
Hong Kong,2021-11-25,Pfizer/BioNTech,5910708
Hong Kong,2021-11-25,Sinovac,3435368
Hong Kong,2021-11-26,Pfizer/BioNTech,5922023
Hong Kong,2021-11-26,Sinovac,3446288
Hong Kong,2021-11-27,Pfizer/BioNTech,5936449
Hong Kong,2021-11-27,Sinovac,3458535
Hong Kong,2021-11-28,Pfizer/BioNTech,5946725
Hong Kong,2021-11-28,Sinovac,3467936
Hong Kong,2021-11-29,Pfizer/BioNTech,5956861
Hong Kong,2021-11-29,Sinovac,3479576
Hong Kong,2021-11-30,Pfizer/BioNTech,5967254
Hong Kong,2021-11-30,Sinovac,3490460
Hong Kong,2021-12-01,Pfizer/BioNTech,5968447
Hong Kong,2021-12-01,Sinovac,3495202
Hong Kong,2021-12-02,Pfizer/BioNTech,5977375
Hong Kong,2021-12-02,Sinovac,3505557
Hong Kong,2021-12-03,Pfizer/BioNTech,5987159
Hong Kong,2021-12-03,Sinovac,3516286
Hong Kong,2021-12-04,Pfizer/BioNTech,5998574
Hong Kong,2021-12-04,Sinovac,3526751
Hong Kong,2021-12-05,Pfizer/BioNTech,6006473
Hong Kong,2021-12-05,Sinovac,3534101
Hong Kong,2021-12-06,Pfizer/BioNTech,6014375
Hong Kong,2021-12-06,Sinovac,3543145
Hong Kong,2021-12-07,Pfizer/BioNTech,6021855
Hong Kong,2021-12-07,Sinovac,3551863
Hong Kong,2021-12-08,Pfizer/BioNTech,6023020
Hong Kong,2021-12-08,Sinovac,3556428
Hong Kong,2021-12-09,Pfizer/BioNTech,6031873
Hong Kong,2021-12-09,Sinovac,3565329
Hong Kong,2021-12-10,Pfizer/BioNTech,6040993
Hong Kong,2021-12-10,Sinovac,3574106
Hong Kong,2021-12-11,Pfizer/BioNTech,6051587
Hong Kong,2021-12-11,Sinovac,3582775
